ibge_code,municipality,state,latitude,longitude,year,month,total_rainfall,average_temperature,average_humidity,rainy_days,dry_days,max_daily_rainfall,temperature_std,weather_observation_days,max_consecutive_dry_days,missing_weather_days,weather_coverage_ratio,has_complete_weather_period
3500105,Adamantina,SP,-21.682,-51.0737,2020,1,209.82,27.0,74.96,17,14,25.23,1.12,31,8,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,2,174.76,25.76,80.24,21,8,25.55,1.44,29,5,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,3,46.85,26.08,65.88,8,23,18.75,1.88,31,12,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,4,44.93,24.03,61.26,4,26,19.96,2.35,30,16,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,5,29.3,21.07,57.83,3,28,20.68,3.35,31,12,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,6,56.21,22.53,66.69,8,22,24.18,1.83,30,15,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,7,2.62,21.89,56.77,1,30,2.19,2.9,31,30,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,8,48.24,22.61,53.1,5,26,24.42,3.34,31,15,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,9,6.07,28.58,41.22,2,28,3.7,2.28,30,20,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,10,81.27,29.16,50.34,11,20,35.15,3.34,31,7,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,11,30.75,28.4,48.06,8,22,9.34,2.6,30,9,0,1.0,True
3500105,Adamantina,SP,-21.682,-51.0737,2020,12,125.96,28.4,63.59,22,9,14.7,1.44,31,4,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,1,201.38,26.3,76.8,22,9,36.93,1.18,31,4,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,2,193.89,24.76,83.17,21,8,20.48,1.34,29,5,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,3,88.33,24.31,75.9,14,17,22.8,1.61,31,7,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,4,46.51,23.32,68.56,10,20,9.75,1.5,30,7,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,5,28.12,20.6,61.36,3,28,20.54,2.86,31,10,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,6,17.42,22.74,62.18,4,26,7.9,1.55,30,16,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,7,0.57,22.74,51.67,0,31,0.21,2.44,31,31,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,8,22.12,23.45,46.27,5,26,10.55,3.04,31,15,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,9,21.26,28.41,39.16,4,26,7.11,2.5,30,18,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,10,76.05,28.98,49.65,13,18,14.55,3.51,31,9,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,11,68.6,27.01,52.86,11,19,22.34,2.36,30,8,0,1.0,True
3500204,Adolfo,SP,-21.2325,-49.6451,2020,12,168.28,26.75,69.89,27,4,17.07,1.58,31,1,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,1,220.75,23.76,80.13,25,6,23.37,1.22,31,3,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,2,294.08,22.76,84.87,24,5,44.76,1.18,29,3,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,3,97.26,21.92,81.23,15,16,23.11,1.42,31,6,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,4,9.64,20.58,76.25,4,26,2.53,1.17,30,15,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,5,18.96,17.99,70.23,4,27,9.56,2.6,31,13,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,6,32.61,19.97,70.68,6,24,13.92,1.58,30,16,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,7,2.96,20.13,58.52,2,29,1.31,2.07,31,22,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,8,16.46,20.69,51.94,4,27,6.24,3.14,31,15,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,9,25.06,25.46,45.35,5,25,14.33,2.67,30,18,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,10,40.14,25.83,55.56,10,21,6.03,3.45,31,8,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,11,70.03,24.38,60.54,13,17,15.03,2.18,30,6,0,1.0,True
3500303,Aguaí,SP,-22.0572,-46.9735,2020,12,184.88,24.29,74.96,25,6,18.68,1.19,31,3,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,1,220.75,23.76,80.13,25,6,23.37,1.22,31,3,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,2,294.08,22.76,84.87,24,5,44.76,1.18,29,3,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,3,97.26,21.92,81.23,15,16,23.11,1.42,31,6,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,4,9.64,20.58,76.25,4,26,2.53,1.17,30,15,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,5,18.96,17.99,70.23,4,27,9.56,2.6,31,13,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,6,32.61,19.97,70.68,6,24,13.92,1.58,30,16,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,7,2.96,20.13,58.52,2,29,1.31,2.07,31,22,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,8,16.46,20.69,51.94,4,27,6.24,3.14,31,15,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,9,25.06,25.46,45.35,5,25,14.33,2.67,30,18,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,10,40.14,25.83,55.56,10,21,6.03,3.45,31,8,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,11,70.03,24.38,60.54,13,17,15.03,2.18,30,6,0,1.0,True
3500402,Águas da Prata,SP,-21.9319,-46.7176,2020,12,184.88,24.29,74.96,25,6,18.68,1.19,31,3,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,1,194.73,23.71,79.07,24,7,34.12,1.34,31,3,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,2,292.48,22.74,83.71,22,7,50.64,1.36,29,4,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,3,92.1,21.91,80.74,13,18,21.39,1.51,31,6,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,4,6.01,20.31,75.47,2,28,1.75,1.24,30,16,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,5,19.94,17.79,69.37,4,27,11.42,2.53,31,8,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,6,51.44,19.64,71.82,9,21,13.82,1.64,30,16,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,7,6.39,19.48,62.63,2,29,1.98,2.07,31,22,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,8,27.75,19.96,57.63,5,26,9.14,3.09,31,10,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,9,17.01,25.17,48.32,4,26,12.1,2.62,30,19,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,10,37.52,25.45,55.62,11,20,5.91,3.34,31,7,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,11,80.09,23.93,61.84,14,16,20.5,2.49,30,6,0,1.0,True
3500501,Águas de Lindóia,SP,-22.4733,-46.6314,2020,12,147.53,24.43,73.43,25,6,16.56,1.32,31,2,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,1,110.33,25.49,72.21,18,13,19.47,1.36,31,5,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,2,211.1,24.0,79.15,16,13,38.34,1.7,29,7,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,3,38.17,23.47,72.72,7,24,8.13,1.83,31,15,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,4,24.22,21.49,68.17,2,28,14.1,1.85,30,16,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,5,37.74,18.27,67.74,4,27,18.38,2.82,31,12,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,6,98.38,19.39,77.26,9,21,41.11,1.88,30,15,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,7,14.29,18.87,69.47,3,28,6.26,2.55,31,14,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,8,77.62,19.14,69.03,8,23,32.39,2.93,31,13,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,9,20.8,24.46,59.24,4,26,6.05,2.53,30,20,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,10,113.0,24.65,63.73,13,18,20.15,3.19,31,7,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,11,52.57,23.96,64.14,12,18,11.25,2.78,30,7,0,1.0,True
3500550,Águas de Santa Bárbara,SP,-22.8812,-49.2421,2020,12,128.86,25.32,72.86,19,12,17.3,1.23,31,4,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,1,124.36,25.51,72.37,21,10,15.42,1.51,31,4,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,2,269.89,24.02,79.62,20,9,60.46,1.67,29,5,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,3,79.24,23.34,75.56,9,22,20.33,1.81,31,7,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,4,9.31,21.2,72.15,2,28,4.67,1.51,30,16,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,5,21.35,18.45,68.31,2,29,14.15,2.71,31,13,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,6,60.31,20.2,72.34,8,22,29.47,1.92,30,16,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,7,6.56,19.67,64.58,2,29,2.82,2.38,31,22,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,8,33.21,19.93,63.24,6,25,9.21,3.16,31,15,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,9,9.48,25.4,52.15,2,28,5.57,2.52,30,21,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,10,39.96,25.97,55.92,9,22,8.54,3.24,31,8,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,11,55.92,24.68,60.14,15,15,15.76,2.73,30,7,0,1.0,True
3500600,Águas de São Pedro,SP,-22.5977,-47.8734,2020,12,110.32,25.88,68.98,23,8,17.64,1.37,31,3,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,1,83.91,26.08,70.32,18,13,17.43,1.33,31,6,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,2,208.47,24.39,78.17,15,14,66.91,1.77,29,8,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,3,43.39,23.95,72.12,8,23,11.06,1.85,31,10,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,4,10.98,21.86,68.36,2,28,5.09,1.62,30,16,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,5,21.58,18.53,67.44,2,29,14.55,2.89,31,13,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,6,62.06,20.04,74.16,9,21,35.92,1.85,30,15,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,7,6.18,19.55,66.38,2,29,3.8,2.37,31,22,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,8,38.46,19.99,63.32,6,25,11.38,3.11,31,15,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,9,8.31,25.5,52.71,4,26,3.67,2.52,30,17,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,10,51.69,26.08,56.04,8,23,17.55,3.16,31,8,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,11,48.32,24.7,61.12,11,19,14.65,2.58,30,10,0,1.0,True
3500709,Agudos,SP,-22.4694,-48.9863,2020,12,120.98,25.81,71.2,21,10,25.26,1.33,31,3,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,1,132.8,24.19,75.06,17,14,17.2,1.86,31,5,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,2,249.79,22.94,81.42,21,8,56.14,2.14,29,7,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,3,102.95,21.89,79.39,11,20,23.07,1.88,31,8,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,4,16.77,19.48,76.92,2,28,10.48,1.63,30,16,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,5,20.07,16.82,73.37,5,26,8.06,2.51,31,8,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,6,121.65,18.3,79.61,8,22,45.67,2.03,30,16,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,7,25.12,17.18,75.21,6,25,9.05,2.39,31,14,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,8,77.5,17.65,75.05,9,22,32.07,3.03,31,12,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,9,16.17,22.69,65.17,4,26,4.96,2.71,30,20,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,10,72.27,22.98,67.19,12,19,23.92,3.22,31,7,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,11,55.54,22.53,67.47,15,15,9.07,3.33,30,6,0,1.0,True
3500758,Alambari,SP,-23.5503,-47.898,2020,12,115.03,24.58,72.6,22,9,16.45,1.46,31,4,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,1,212.82,26.48,75.51,17,14,25.87,1.19,31,8,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,2,192.61,25.17,81.18,21,8,32.19,1.49,29,5,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,3,57.15,25.3,68.11,6,25,17.61,1.83,31,14,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,4,47.2,23.61,60.26,4,26,21.19,2.22,30,16,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,5,48.17,20.46,58.78,5,26,27.93,3.32,31,12,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,6,93.03,21.49,70.72,10,20,49.94,1.94,30,15,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,7,4.62,20.7,62.3,1,30,3.44,2.97,31,30,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,8,97.93,21.31,59.89,7,24,34.17,3.33,31,12,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,9,9.15,27.08,47.68,3,27,3.06,2.39,30,20,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,10,112.73,28.13,53.12,13,18,62.13,3.26,31,7,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,11,35.07,27.66,49.95,8,22,14.04,2.65,30,9,0,1.0,True
3500808,Alfredo Marcondes,SP,-21.9527,-51.414,2020,12,155.87,27.59,66.14,21,10,18.95,1.38,31,5,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,1,209.37,26.23,77.93,24,7,30.7,1.15,31,3,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,2,218.1,24.85,84.59,25,4,23.6,1.11,29,3,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,3,70.58,24.47,77.38,11,20,15.12,1.46,31,9,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,4,25.73,24.14,69.0,5,25,9.63,1.24,30,15,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,5,20.1,21.23,62.66,3,28,15.16,2.6,31,21,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,6,5.42,23.09,60.9,2,28,1.64,1.37,30,16,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,7,0.79,23.2,50.46,0,31,0.41,2.05,31,31,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,8,4.69,24.14,44.25,2,29,1.88,2.81,31,20,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,9,9.1,28.54,38.98,1,29,5.94,2.31,30,21,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,10,81.71,29.2,51.22,11,20,15.14,3.48,31,9,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,11,71.52,26.81,56.34,13,17,17.29,2.05,30,8,0,1.0,True
3500907,Altair,SP,-20.5242,-49.0571,2020,12,223.91,26.15,74.35,27,4,21.1,1.46,31,2,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,1,247.78,24.48,80.28,25,6,29.8,1.04,31,3,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,2,276.71,23.26,86.58,26,3,20.25,1.05,29,1,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,3,93.62,22.65,81.69,17,14,14.5,1.23,31,6,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,4,17.9,22.1,74.35,5,25,5.37,1.02,30,15,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,5,17.61,19.4,66.83,4,27,6.95,2.66,31,13,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,6,11.67,21.61,61.57,3,27,5.57,1.42,30,17,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,7,4.45,21.76,50.25,2,29,1.78,1.99,31,17,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,8,4.22,22.43,44.35,2,29,1.61,3.19,31,20,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,9,13.05,26.84,39.21,3,27,5.89,2.6,30,20,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,10,57.73,27.25,53.64,11,20,9.85,3.47,31,6,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,11,55.7,25.24,58.63,12,18,7.65,1.94,30,6,0,1.0,True
3501004,Altinópolis,SP,-21.0214,-47.3712,2020,12,191.48,24.85,74.78,29,2,16.32,1.29,31,1,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,1,204.91,26.66,74.89,18,13,30.91,1.15,31,5,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,2,200.0,25.13,81.5,21,8,26.5,1.44,29,5,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,3,80.22,25.26,70.76,12,19,30.64,1.86,31,8,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,4,52.84,23.41,66.85,9,21,22.01,1.79,30,7,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,5,30.25,20.57,61.74,3,28,23.26,3.07,31,13,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,6,48.95,22.18,68.27,8,22,17.98,1.53,30,15,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,7,1.67,21.82,58.46,1,30,1.39,2.68,31,30,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,8,39.28,22.17,55.67,7,24,14.52,2.93,31,13,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,9,17.31,28.0,44.42,4,26,5.77,2.3,30,18,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,10,70.14,28.61,52.28,14,17,10.56,3.29,31,7,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,11,36.02,27.47,52.19,9,21,10.57,2.54,30,8,0,1.0,True
3501103,Alto Alegre,SP,-21.5811,-50.168,2020,12,131.22,27.4,67.19,22,9,16.84,1.31,31,3,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,1,174.97,23.23,79.09,20,11,25.83,1.81,31,5,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,2,322.95,22.18,84.88,23,6,81.9,1.84,29,5,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,3,127.09,21.11,83.56,13,18,23.3,1.73,31,7,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,4,21.52,18.89,80.79,3,27,6.81,1.38,30,22,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,5,33.74,16.46,75.64,6,25,9.3,2.36,31,8,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,6,129.79,17.97,80.6,12,18,43.51,1.85,30,11,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,7,37.31,17.02,76.12,7,24,11.32,2.18,31,13,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,8,69.68,17.38,75.91,10,21,21.41,2.96,31,12,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,9,17.89,22.51,65.11,4,26,8.9,2.61,30,19,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,10,72.67,22.89,66.52,11,20,16.15,3.23,31,7,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,11,69.38,22.03,69.23,16,14,10.59,3.2,30,6,0,1.0,True
3501152,Alumínio,SP,-23.5306,-47.2546,2020,12,117.39,23.94,74.76,26,5,13.33,1.43,31,3,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,1,213.78,26.6,76.87,22,9,51.92,1.17,31,5,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,2,201.22,25.09,82.86,23,6,23.59,1.27,29,4,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,3,65.37,24.71,75.22,7,24,13.31,1.51,31,14,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,4,39.38,24.07,66.33,7,23,13.66,1.71,30,12,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,5,21.66,21.21,58.94,3,28,14.84,2.9,31,13,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,6,12.21,23.28,60.02,3,27,4.63,1.49,30,22,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,7,1.3,23.24,49.02,0,31,0.8,2.42,31,31,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,8,10.59,24.21,42.69,3,28,3.8,3.18,31,15,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,9,10.13,29.14,35.75,3,27,3.2,2.25,30,18,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,10,84.64,29.58,48.96,14,17,14.77,3.46,31,9,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,11,74.0,27.38,52.51,9,21,23.69,2.24,30,11,0,1.0,True
3501202,Álvares Florence,SP,-20.3203,-49.9141,2020,12,131.68,27.53,66.28,20,11,16.86,1.72,31,3,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,1,212.82,26.48,75.51,17,14,25.87,1.19,31,8,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,2,192.61,25.17,81.18,21,8,32.19,1.49,29,5,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,3,57.15,25.3,68.11,6,25,17.61,1.83,31,14,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,4,47.2,23.61,60.26,4,26,21.19,2.22,30,16,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,5,48.17,20.46,58.78,5,26,27.93,3.32,31,12,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,6,93.03,21.49,70.72,10,20,49.94,1.94,30,15,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,7,4.62,20.7,62.3,1,30,3.44,2.97,31,30,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,8,97.93,21.31,59.89,7,24,34.17,3.33,31,12,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,9,9.15,27.08,47.68,3,27,3.06,2.39,30,20,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,10,112.73,28.13,53.12,13,18,62.13,3.26,31,7,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,11,35.07,27.66,49.95,8,22,14.04,2.65,30,9,0,1.0,True
3501301,Álvares Machado,SP,-22.0764,-51.4722,2020,12,155.87,27.59,66.14,21,10,18.95,1.38,31,5,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,1,184.39,26.2,73.87,18,13,29.5,1.18,31,5,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,2,236.4,24.56,81.67,21,8,29.39,1.42,29,5,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,3,69.0,24.39,71.96,9,22,24.02,1.84,31,12,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,4,46.51,22.48,67.07,3,27,29.06,1.84,30,16,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,5,36.69,19.48,63.84,5,26,27.33,3.03,31,12,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,6,77.42,20.85,73.18,9,21,36.93,1.59,30,15,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,7,4.03,20.49,62.84,1,30,3.25,2.75,31,30,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,8,58.71,20.89,59.77,6,25,18.83,2.95,31,15,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,9,10.67,26.83,47.16,5,25,2.52,2.32,30,18,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,10,73.77,27.47,53.97,15,16,12.33,3.19,31,7,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,11,47.1,26.35,54.28,10,20,14.2,2.64,30,8,0,1.0,True
3501400,Álvaro de Carvalho,SP,-22.0841,-49.719,2020,12,144.89,26.46,70.11,22,9,19.19,1.21,31,3,0,1.0,True
3501509,Alvinlândia,SP,-22.4435,-49.7623,2020,1,155.82,25.74,74.25,17,14,27.49,1.21,31,6,0,1.0,True
