ibge_code,municipality,state,latitude,longitude,year,month,total_rainfall,average_temperature,average_humidity,rainy_days,dry_days,max_daily_rainfall,temperature_std,weather_observation_days,max_consecutive_dry_days,missing_weather_days,weather_coverage_ratio,has_complete_weather_period
3506607,Biritiba-Mirim,SP,-23.5698,-46.0407,2020,9,23.89,22.16,69.27,3,27,12.59,2.77,30,19,0,1.0,True
3506607,Biritiba-Mirim,SP,-23.5698,-46.0407,2020,10,78.9,22.09,72.23,17,14,17.03,3.24,31,4,0,1.0,True
3506607,Biritiba-Mirim,SP,-23.5698,-46.0407,2020,11,86.57,21.08,75.92,16,14,19.13,3.03,30,5,0,1.0,True
3506607,Biritiba-Mirim,SP,-23.5698,-46.0407,2020,12,221.56,22.96,81.58,27,4,19.99,1.69,31,2,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,1,161.27,24.92,75.74,23,8,21.09,1.24,31,3,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,2,267.59,23.41,82.64,22,7,62.31,1.42,29,4,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,3,88.36,23.0,76.93,15,16,31.0,1.64,31,6,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,4,11.67,21.45,70.44,3,27,4.9,1.29,30,15,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,5,25.34,18.77,65.29,2,29,16.48,2.77,31,13,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,6,33.09,20.59,68.22,6,24,12.34,1.81,30,16,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,7,2.81,20.45,57.95,2,29,1.41,2.37,31,22,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,8,20.11,20.89,54.27,5,26,6.97,3.19,31,15,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,9,13.93,26.14,44.6,2,28,7.68,2.53,30,21,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,10,32.7,26.74,52.04,10,21,6.59,3.42,31,8,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,11,51.78,25.14,56.95,14,16,13.28,2.44,30,8,0,1.0,True
3506706,Boa Esperança do Sul,SP,-21.9918,-48.3906,2020,12,123.56,25.53,69.57,23,8,13.39,1.39,31,4,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,1,146.37,26.58,72.03,19,12,46.52,1.27,31,6,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,2,207.09,24.59,81.02,18,11,40.75,1.47,29,8,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,3,64.03,24.77,71.67,7,24,27.82,1.86,31,15,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,4,27.42,22.88,67.37,3,27,15.52,1.48,30,11,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,5,25.82,19.96,63.15,2,29,18.28,2.99,31,13,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,6,49.57,21.68,67.8,8,22,24.72,1.87,30,15,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,7,3.0,21.27,59.34,1,30,2.35,2.56,31,30,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,8,36.16,21.61,56.64,4,27,12.55,3.18,31,15,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,9,11.28,27.41,44.33,4,26,2.57,2.5,30,18,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,10,59.16,27.78,52.17,11,20,11.61,3.39,31,7,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,11,51.61,26.29,55.98,11,19,13.75,2.67,30,9,0,1.0,True
3506805,Bocaina,SP,-22.1365,-48.523,2020,12,149.59,26.59,69.99,22,9,28.2,1.3,31,3,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,1,116.63,25.14,72.33,19,12,13.06,1.75,31,5,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,2,262.61,23.55,80.54,18,11,55.5,1.9,29,7,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,3,86.3,22.61,77.58,9,22,18.7,1.85,31,7,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,4,12.92,20.51,73.3,2,28,6.15,1.59,30,16,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,5,20.33,17.91,69.24,4,27,12.73,2.63,31,8,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,6,97.49,19.37,75.88,9,21,49.81,2.04,30,16,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,7,14.66,18.47,69.96,4,27,5.43,2.45,31,14,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,8,54.14,18.72,69.78,8,23,17.92,3.15,31,13,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,9,11.66,24.24,58.32,2,28,5.78,2.59,30,21,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,10,57.28,24.72,60.55,12,19,12.26,3.27,31,7,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,11,55.39,23.85,62.79,15,15,10.99,3.09,30,6,0,1.0,True
3506904,Bofete,SP,-23.1055,-48.2582,2020,12,104.68,25.52,69.69,23,8,15.09,1.39,31,3,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,1,174.97,23.23,79.09,20,11,25.83,1.81,31,5,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,2,322.95,22.18,84.88,23,6,81.9,1.84,29,5,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,3,127.09,21.11,83.56,13,18,23.3,1.73,31,7,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,4,21.52,18.89,80.79,3,27,6.81,1.38,30,22,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,5,33.74,16.46,75.64,6,25,9.3,2.36,31,8,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,6,129.79,17.97,80.6,12,18,43.51,1.85,30,11,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,7,37.31,17.02,76.12,7,24,11.32,2.18,31,13,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,8,69.68,17.38,75.91,10,21,21.41,2.96,31,12,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,9,17.89,22.51,65.11,4,26,8.9,2.61,30,19,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,10,72.67,22.89,66.52,11,20,16.15,3.23,31,7,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,11,69.38,22.03,69.23,16,14,10.59,3.2,30,6,0,1.0,True
3507001,Boituva,SP,-23.2855,-47.6786,2020,12,117.39,23.94,74.76,26,5,13.33,1.43,31,3,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,1,175.55,22.0,81.83,22,9,18.57,1.69,31,3,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,2,275.48,21.36,85.33,25,4,48.47,1.87,29,1,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,3,91.55,20.33,83.92,14,17,19.1,1.67,31,7,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,4,13.45,18.61,80.14,3,27,3.41,1.33,30,22,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,5,21.98,16.04,75.59,6,25,4.1,2.32,31,8,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,6,68.31,17.7,78.29,11,19,20.96,1.77,30,11,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,7,14.43,17.2,72.26,4,27,3.7,1.88,31,14,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,8,39.41,17.46,69.36,6,25,9.93,3.09,31,15,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,9,25.69,22.36,61.74,3,27,15.7,2.7,30,19,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,10,55.63,22.45,66.55,13,18,9.24,3.28,31,5,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,11,105.17,21.14,71.95,17,13,21.9,2.77,30,5,0,1.0,True
3507100,Bom Jesus dos Perdões,SP,-23.1356,-46.4675,2020,12,222.18,22.22,80.95,28,3,21.0,1.42,31,2,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,1,123.19,22.79,75.43,21,10,17.44,2.07,31,5,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,2,126.63,21.96,78.01,18,11,26.14,2.37,29,6,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,3,56.41,21.47,72.01,11,20,14.4,2.02,31,10,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,4,29.36,19.25,68.14,4,26,11.48,2.11,30,16,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,5,37.9,16.17,68.16,6,25,26.49,2.25,31,8,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,6,163.46,16.5,82.82,13,17,52.63,2.37,30,14,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,7,31.91,15.36,77.51,4,27,15.94,2.91,31,15,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,8,141.19,15.77,79.39,9,22,36.13,2.95,31,12,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,9,14.65,20.43,70.22,2,28,6.81,2.78,30,26,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,10,90.15,20.83,70.27,11,20,17.9,3.02,31,7,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,11,80.81,20.65,70.73,16,14,19.23,2.97,30,6,0,1.0,True
3507159,Bom Sucesso de Itararé,SP,-24.3155,-49.1451,2020,12,105.91,22.77,75.2,22,9,15.55,1.51,31,6,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,1,158.53,26.26,73.2,17,14,27.75,1.26,31,6,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,2,239.94,24.46,82.14,21,8,38.81,1.48,29,5,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,3,60.07,24.5,71.15,10,21,19.2,1.77,31,13,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,4,39.41,23.05,62.08,4,26,23.3,2.0,30,16,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,5,57.68,19.93,60.09,5,26,32.21,3.13,31,12,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,6,95.6,20.58,74.39,9,21,56.11,1.87,30,15,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,7,5.76,19.98,65.78,2,29,3.41,2.87,31,27,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,8,90.84,20.61,62.77,8,23,29.56,3.25,31,12,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,9,11.62,26.17,51.95,4,26,2.85,2.47,30,20,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,10,64.33,27.28,54.24,14,17,11.06,3.24,31,7,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,11,54.66,26.58,54.19,12,18,17.59,2.61,30,8,0,1.0,True
3507209,Borá,SP,-22.2696,-50.5409,2020,12,152.19,26.69,69.27,21,10,19.05,1.18,31,4,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,1,146.37,26.58,72.03,19,12,46.52,1.27,31,6,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,2,207.09,24.59,81.02,18,11,40.75,1.47,29,8,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,3,64.03,24.77,71.67,7,24,27.82,1.86,31,15,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,4,27.42,22.88,67.37,3,27,15.52,1.48,30,11,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,5,25.82,19.96,63.15,2,29,18.28,2.99,31,13,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,6,49.57,21.68,67.8,8,22,24.72,1.87,30,15,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,7,3.0,21.27,59.34,1,30,2.35,2.56,31,30,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,8,36.16,21.61,56.64,4,27,12.55,3.18,31,15,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,9,11.28,27.41,44.33,4,26,2.57,2.5,30,18,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,10,59.16,27.78,52.17,11,20,11.61,3.39,31,7,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,11,51.61,26.29,55.98,11,19,13.75,2.67,30,9,0,1.0,True
3507308,Boracéia,SP,-22.1926,-48.7808,2020,12,149.59,26.59,69.99,22,9,28.2,1.3,31,3,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,1,166.98,27.19,71.78,20,11,31.11,1.36,31,5,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,2,174.23,25.45,78.97,21,8,28.68,1.6,29,5,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,3,87.34,25.51,69.79,15,16,34.41,1.84,31,7,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,4,40.3,23.84,65.84,9,21,11.56,1.57,30,7,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,5,31.32,20.87,62.02,3,28,22.89,2.85,31,13,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,6,29.59,22.68,66.01,5,25,13.68,1.57,30,16,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,7,0.98,22.41,56.36,0,31,0.7,2.51,31,31,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,8,29.95,22.79,53.32,8,23,13.76,2.97,31,13,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,9,19.23,28.31,43.92,4,26,6.48,2.39,30,18,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,10,61.1,28.81,51.71,10,21,10.27,3.25,31,9,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,11,50.08,27.28,53.86,11,19,18.94,2.47,30,8,0,1.0,True
3507407,Borborema,SP,-21.6214,-49.0741,2020,12,129.51,27.67,65.68,24,7,15.49,1.49,31,3,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,1,83.91,26.08,70.32,18,13,17.43,1.33,31,6,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,2,208.47,24.39,78.17,15,14,66.91,1.77,29,8,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,3,43.39,23.95,72.12,8,23,11.06,1.85,31,10,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,4,10.98,21.86,68.36,2,28,5.09,1.62,30,16,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,5,21.58,18.53,67.44,2,29,14.55,2.89,31,13,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,6,62.06,20.04,74.16,9,21,35.92,1.85,30,15,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,7,6.18,19.55,66.38,2,29,3.8,2.37,31,22,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,8,38.46,19.99,63.32,6,25,11.38,3.11,31,15,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,9,8.31,25.5,52.71,4,26,3.67,2.52,30,17,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,10,51.69,26.08,56.04,8,23,17.55,3.16,31,8,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,11,48.32,24.7,61.12,11,19,14.65,2.58,30,10,0,1.0,True
3507456,Borebi,SP,-22.5728,-48.9707,2020,12,120.98,25.81,71.2,21,10,25.26,1.33,31,3,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,1,103.78,24.65,72.69,17,14,19.12,1.48,31,5,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,2,221.31,23.13,80.31,17,12,53.46,1.94,29,7,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,3,53.06,22.35,75.52,7,24,12.63,1.97,31,15,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,4,19.11,20.24,71.64,2,28,11.19,1.72,30,16,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,5,24.64,17.25,69.52,4,27,14.78,2.78,31,8,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,6,99.41,18.56,78.12,8,22,46.64,1.99,30,16,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,7,14.13,17.82,71.38,4,27,7.19,2.41,31,14,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,8,65.38,18.04,71.11,7,24,26.98,3.1,31,13,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,9,15.94,23.38,60.9,5,25,5.42,2.57,30,16,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,10,84.94,23.68,64.38,13,18,13.51,3.23,31,7,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,11,48.93,22.93,65.16,12,18,9.58,2.92,30,7,0,1.0,True
3507506,Botucatu,SP,-22.8837,-48.4437,2020,12,125.97,24.46,73.47,20,11,19.81,1.26,31,4,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,1,175.55,22.0,81.83,22,9,18.57,1.69,31,3,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,2,275.48,21.36,85.33,25,4,48.47,1.87,29,1,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,3,91.55,20.33,83.92,14,17,19.1,1.67,31,7,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,4,13.45,18.61,80.14,3,27,3.41,1.33,30,22,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,5,21.98,16.04,75.59,6,25,4.1,2.32,31,8,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,6,68.31,17.7,78.29,11,19,20.96,1.77,30,11,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,7,14.43,17.2,72.26,4,27,3.7,1.88,31,14,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,8,39.41,17.46,69.36,6,25,9.93,3.09,31,15,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,9,25.69,22.36,61.74,3,27,15.7,2.7,30,19,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,10,55.63,22.45,66.55,13,18,9.24,3.28,31,5,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,11,105.17,21.14,71.95,17,13,21.9,2.77,30,5,0,1.0,True
3507605,Bragança Paulista,SP,-22.9527,-46.5419,2020,12,222.18,22.22,80.95,28,3,21.0,1.42,31,2,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,1,211.47,26.49,76.52,17,14,29.73,1.07,31,8,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,2,193.41,25.1,82.42,21,8,26.32,1.4,29,5,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,3,87.64,25.04,71.36,12,19,31.69,1.81,31,8,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,4,61.08,23.21,66.2,9,21,23.27,2.0,30,7,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,5,33.5,20.56,60.07,4,27,25.79,3.21,31,10,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,6,50.91,22.12,67.83,7,23,19.54,1.63,30,15,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,7,1.7,21.61,58.13,1,30,1.49,2.79,31,30,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,8,45.3,22.06,54.81,8,23,18.79,3.07,31,13,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,9,22.0,27.83,44.04,5,25,7.83,2.33,30,18,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,10,77.1,28.55,52.56,15,16,12.08,3.41,31,7,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,11,32.97,27.69,50.37,9,21,9.72,2.62,30,8,0,1.0,True
3507704,Braúna,SP,-21.499,-50.3175,2020,12,136.85,27.36,67.78,21,10,18.23,1.32,31,3,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,1,213.73,26.88,75.03,19,12,42.99,1.22,31,5,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,2,186.99,25.28,81.41,23,6,19.42,1.41,29,4,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,3,84.45,25.12,72.78,13,18,26.14,1.68,31,7,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,4,59.46,23.55,68.79,10,20,13.35,1.75,30,7,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,5,29.87,20.82,61.7,4,27,21.72,3.0,31,10,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,6,25.26,22.88,63.71,3,27,9.48,1.53,30,22,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,7,0.72,22.7,53.63,0,31,0.3,2.55,31,31,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,8,27.6,23.25,50.09,9,22,12.75,3.02,31,12,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,9,22.88,28.54,41.16,5,25,8.97,2.35,30,14,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,10,78.77,29.1,51.26,14,17,16.98,3.46,31,9,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,11,42.24,27.79,51.29,9,21,10.23,2.47,30,11,0,1.0,True
3507753,Brejo Alegre,SP,-21.1651,-50.1861,2020,12,124.18,27.91,64.43,23,8,18.16,1.67,31,3,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,1,247.78,24.48,80.28,25,6,29.8,1.04,31,3,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,2,276.71,23.26,86.58,26,3,20.25,1.05,29,1,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,3,93.62,22.65,81.69,17,14,14.5,1.23,31,6,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,4,17.9,22.1,74.35,5,25,5.37,1.02,30,15,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,5,17.61,19.4,66.83,4,27,6.95,2.66,31,13,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,6,11.67,21.61,61.57,3,27,5.57,1.42,30,17,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,7,4.45,21.76,50.25,2,29,1.78,1.99,31,17,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,8,4.22,22.43,44.35,2,29,1.61,3.19,31,20,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,9,13.05,26.84,39.21,3,27,5.89,2.6,30,20,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,10,57.73,27.25,53.64,11,20,9.85,3.47,31,6,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,11,55.7,25.24,58.63,12,18,7.65,1.94,30,6,0,1.0,True
3507803,Brodowski,SP,-20.9845,-47.6572,2020,12,191.48,24.85,74.78,29,2,16.32,1.29,31,1,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,1,124.36,25.51,72.37,21,10,15.42,1.51,31,4,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,2,269.89,24.02,79.62,20,9,60.46,1.67,29,5,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,3,79.24,23.34,75.56,9,22,20.33,1.81,31,7,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,4,9.31,21.2,72.15,2,28,4.67,1.51,30,16,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,5,21.35,18.45,68.31,2,29,14.15,2.71,31,13,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,6,60.31,20.2,72.34,8,22,29.47,1.92,30,16,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,7,6.56,19.67,64.58,2,29,2.82,2.38,31,22,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,8,33.21,19.93,63.24,6,25,9.21,3.16,31,15,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,9,9.48,25.4,52.15,2,28,5.57,2.52,30,21,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,10,39.96,25.97,55.92,9,22,8.54,3.24,31,8,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,11,55.92,24.68,60.14,15,15,15.76,2.73,30,7,0,1.0,True
3507902,Brotas,SP,-22.2795,-48.1251,2020,12,110.32,25.88,68.98,23,8,17.64,1.37,31,3,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,1,132.17,23.05,76.98,20,11,16.89,2.02,31,5,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,2,153.91,22.1,80.84,18,11,28.03,2.32,29,7,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,3,59.17,21.55,75.72,10,21,17.1,2.08,31,8,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,4,26.41,19.56,71.25,4,26,8.78,1.97,30,16,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,5,39.24,16.63,70.59,6,25,24.0,2.47,31,8,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,6,153.73,17.37,80.99,10,20,62.91,2.32,30,15,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,7,40.17,16.41,75.18,4,27,17.78,2.72,31,14,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,8,123.1,16.7,77.88,9,22,38.81,3.08,31,12,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,9,20.73,21.31,68.35,5,25,11.1,2.95,30,17,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,10,93.76,21.33,71.11,14,17,26.95,3.21,31,7,0,1.0,True
3508009,Buri,SP,-23.7977,-48.5958,2020,11,53.91,21.13,70.43,12,18,10.93,3.17,30,7,0,1.0,True
