cv_r_squared_mean_only,cv_r_squared_weather,cv_rmse_tonnes_mean_only,cv_rmse_tonnes_weather,cv_mae_tonnes_mean_only,cv_mae_tonnes_weather,cv_normalized_rmse_mean_only,cv_normalized_rmse_weather,cv_normalized_mae_mean_only,cv_normalized_mae_weather,incremental_cv_r_squared,incremental_cv_rmse_improvement_tonnes,incremental_cv_mae_improvement_tonnes,incremental_cv_nrmse_improvement,incremental_cv_nmae_improvement,weather_improves_cv_r_squared,weather_improves_cv_nrmse
-0.13777777777777822,-0.3762606491064262,25459710.129121684,28001099.016092815,20776668.200000007,22260603.462785468,0.07374368833974256,0.08110478511108861,0.060179323987138295,0.064477521373527,-0.23848287132864798,-2541388.886971131,-1483935.2627854608,-0.007361096771346054,-0.004298197386388702,False,False
