model,horizon,season_count,observation_count,blocks_per_season,weather_predictor_count,loso_rmse,loso_mae,loso_r_squared,selected_alpha_min,selected_alpha_median,selected_alpha_max,mean_weather_effective_degrees_of_freedom,maximum_alpha_boundary_fraction
temperature_month_level_ridge,1,16,192,12,9,5946165.964429634,4088249.894760871,0.9219560430861262,0.31622776601683794,100000000.0,100000000.0,0.3619778292053747,0.8125
temperature_month_level_ridge,2,16,96,6,9,9676747.791565366,6617218.122466502,0.9425487977335145,0.31622776601683794,100000000.0,100000000.0,0.3619778292053746,0.8125
temperature_month_level_ridge,3,16,64,4,9,14392661.452559454,9785619.543478563,0.9379364782338576,0.31622776601683794,100000000.0,100000000.0,0.36197782920537463,0.8125
temperature_month_level_ridge,4,16,48,3,9,16240364.52178803,11826139.99098557,0.9534581251495627,0.31622776601683794,100000000.0,100000000.0,0.36197782920537463,0.8125
temperature_month_level_ridge,5,16,32,2,9,19753791.35192518,14957783.221938455,0.8934656902946748,0.1,100000000.0,100000000.0,0.4715713371923341,0.8125
