horizon,outer_held_out_season,alpha,inner_rmse,inner_mae,inner_r_squared,selected_alpha
1,14-15,0.005623413251903491,6677735.8056272995,5187128.679901402,0.9016100964438037,False
1,14-15,0.01,6614024.558292569,5099227.383481609,0.9034785860214277,False
1,14-15,0.01778279410038923,6533071.833368517,4979817.342389195,0.9058268849947035,False
1,14-15,0.03162277660168379,6445398.607213523,4832565.537136143,0.9083375141579828,False
1,14-15,0.05623413251903491,6365763.525992797,4681072.008417618,0.9105885635483122,False
1,14-15,0.1,6303414.674082313,4571690.46088546,0.912331449521757,False
1,14-15,0.1778279410038923,6257535.497572706,4497362.807417288,0.9136029899589219,False
1,14-15,0.31622776601683794,6221398.711344224,4428016.609355462,0.9145979808176913,False
1,14-15,0.5623413251903491,6188744.871491569,4358273.427406975,0.9154921158971773,False
1,14-15,1.0,6157045.676806676,4297740.892839802,0.9163556096561448,False
1,14-15,1.7782794100389228,6126971.2465252085,4249110.416380876,0.9171707453000676,False
1,14-15,3.1622776601683795,6100474.665640526,4210624.626221233,0.9178855998007187,False
1,14-15,5.623413251903491,6079361.658867162,4187370.348228718,0.9184529923236078,False
1,14-15,10.0,6064329.7394572785,4169967.2585601965,0.9188557624302959,False
1,14-15,17.78279410038923,6054660.475160691,4159270.978121467,0.919114316831692,False
1,14-15,31.622776601683793,6048868.748379773,4155884.901061847,0.9192689889945415,False
1,14-15,56.23413251903491,6045533.043925285,4155306.4176575355,0.9193580041647085,False
1,14-15,100.0,6043644.610037645,4155834.1951057883,0.9194083763293317,False
1,14-15,177.82794100389228,6042581.907657901,4156129.823344762,0.9194367159773332,False
1,14-15,316.22776601683796,6041984.783886583,4156295.543259148,0.919452637606798,False
1,14-15,562.341325190349,6041649.292069274,4156388.536968675,0.9194615824259943,False
1,14-15,1000.0,6041460.75218757,4156440.7626568284,0.9194666090225596,False
1,14-15,1778.2794100389228,6041354.7717950875,4156470.1085245227,0.9194694344602717,False
1,14-15,3162.2776601683795,6041295.1892845435,4156486.6035048505,0.9194710229084893,False
1,14-15,5623.413251903491,6041261.688374428,4156495.8769324804,0.9194719160237761,False
1,14-15,10000.0,6041242.850975362,4156501.0910043446,0.9194724182159894,False
1,14-15,17782.794100389227,6041232.258421988,4156504.0228509954,0.919472700605551,False
1,14-15,31622.776601683792,6041226.301948842,4156505.671472971,0.9194728594004589,False
1,14-15,56234.13251903491,6041222.952427766,4156506.5985369887,0.9194729486959979,False
1,14-15,100000.0,6041221.068869466,4156507.1198557233,0.9194729989101263,False
1,14-15,177827.94100389228,6041220.0096718045,4156507.413012364,0.9194730271474654,False
1,14-15,316227.7660168379,6041219.41404277,4156507.5778656886,0.9194730430264436,False
1,14-15,562341.3251903491,6041219.079096452,4156507.670569285,0.9194730519558353,False
1,14-15,1000000.0,6041218.890742455,4156507.722700268,0.9194730569771967,False
