model,horizon,held_out_season,training_seasons,training_observations,test_observations,selected_alpha,selected_alpha_at_minimum_grid,selected_alpha_at_maximum_grid,weather_rank,weather_condition_number,weather_effective_degrees_of_freedom,fold_rmse,fold_mae,fold_r_squared
rainfall_month_level_ridge,3,11-12,15,60,4,3.1622776601683795,False,False,9,5.53180647967052,1.8654112772783233,16443358.171132931,13719285.707906906,0.9191160175339643
rainfall_month_level_ridge,3,12-13,15,60,4,100000000.0,False,True,9,5.9737915184989925,8.999999817274618e-08,30585472.608989272,22871530.44999999,0.6955892560884236
rainfall_month_level_ridge,3,13-14,15,60,4,100000000.0,False,True,9,6.122521545239166,8.999999821582486e-08,15582293.625393879,11244598.983333342,0.9227079873802888
rainfall_month_level_ridge,3,14-15,15,60,4,100000000.0,False,True,9,7.6262467735668436,8.999999818782108e-08,5870779.097823379,4553789.802835651,0.9886099213884363
rainfall_month_level_ridge,3,15-16,15,60,4,100000000.0,False,True,9,5.7740629176634215,8.999999819535504e-08,15916507.367758201,14047348.349999994,0.8841065386424847
rainfall_month_level_ridge,3,16-17,15,60,4,100000000.0,False,True,9,6.903004546695441,8.999999828338617e-08,5754259.259662853,5531648.882924108,0.9898714162052601
rainfall_month_level_ridge,3,17-18,15,60,4,31.622776601683793,False,False,9,7.014894874388114,0.26775740528295144,5021982.221564317,3471945.1259405706,0.992368190912017
rainfall_month_level_ridge,3,18-19,15,60,4,100000000.0,False,True,9,8.286676239529575,8.999999814586376e-08,12811381.84021713,11089598.345625604,0.9488635775175486
rainfall_month_level_ridge,3,19-20,15,60,4,177.82794100389228,False,False,9,6.864976361903636,0.050014875943059145,5078553.488458808,4251266.349999988,0.9920757610494174
rainfall_month_level_ridge,3,20-21,15,60,4,100000000.0,False,True,9,6.620704635558892,8.99999980963768e-08,13525270.758795602,11751189.783333343,0.9559855351417944
