horizon,held_out_season,training_seasons,training_observations,test_observations,weather_predictor_count,weather_max_rank_after_centering,weather_rank,weather_full_column_rank,weather_condition_number,augmented_design_columns,augmented_design_rank,augmented_design_full_column_rank,augmented_design_condition_number,fold_rmse,fold_mae,fold_r_squared,weather_singular_value_1,weather_singular_value_2,weather_singular_value_3,weather_singular_value_4,weather_singular_value_5,weather_singular_value_6,weather_singular_value_7,weather_singular_value_8,weather_singular_value_9
1,25-26,15,180,12,9,9,9,True,10.503663548425495,21,21,True,27.727186516940808,4911948.343290666,3963689.453582641,0.9513863001593192,8.623540073261337,4.74971772725358,3.5343432462859052,2.8994055550980766,2.6731796524911875,2.201509646708897,1.5992123505036318,1.3973342443262537,0.8210030751179203
2,10-11,15,90,6,9,9,9,True,11.075347805740288,15,15,True,14.426358463272077,9727871.165766314,9077902.245587999,0.9444752097863578,8.71267357147067,4.705339122739492,3.5147146590988596,3.004685601693352,2.6711565866181255,1.986003240000586,1.5015515284940433,1.2708072217951634,0.7866726828167819
2,11-12,15,90,6,9,9,9,True,12.278651560846598,15,15,True,14.325541034215592,7018873.943339924,5054371.411111086,0.9701103246658325,8.651785763094063,4.69986344978842,3.4702744535967973,2.9964584246634023,2.5954514735976746,2.2687463540084747,1.6956738570783656,1.3345190070691728,0.7046201873406311
2,12-13,15,90,6,9,9,9,True,10.182790648116617,15,15,True,14.692625383710359,19109317.878957666,15263027.18888888,0.7506986420943833,8.873483159459616,4.494388919114746,3.434704120138912,2.9416822739270057,2.4442072826419534,2.184918599593215,1.7471913877234777,1.0251875487573845,0.871419580947668
2,13-14,15,90,6,9,9,9,True,13.293263577151725,15,15,True,14.720368986119041,14439837.33847306,12266210.448488565,0.8573469662252874,8.890238666547475,4.360782720447962,3.6006270591701703,2.857754665404158,2.3015530960115345,2.2033054452200256,1.8704666691964582,1.3108557570739872,0.6687777320407527
2,14-15,15,90,6,9,9,9,True,9.753127233692776,15,15,True,14.81054311419501,2034604.8750594466,1669353.0939429875,0.9973366388558522,8.94469854597708,4.138431473272688,3.6227788882490284,2.751471656854611,2.620454423978235,2.1039499220029816,1.8559484936623332,1.2615886712473845,0.9171108231908499
2,15-16,15,90,6,9,9,9,True,9.830660730100366,15,15,True,14.595181441076141,11639488.508761596,9763757.57503061,0.8740893977315142,8.81463273883194,4.536349560616831,3.6235949410190638,2.9020356026014915,2.314155204005847,2.01301005541142,1.8265647893143107,1.2742420461145998,0.8966470292116313
2,16-17,15,90,6,9,9,9,True,12.002755586326451,15,15,True,14.638741977417151,7905518.837420843,7397114.262329365,0.9601724770544252,8.840940745436903,4.534595129938553,3.654383448649219,2.779552439963697,2.5832531977460214,2.0358193053898495,1.6920191808414649,0.9856740150638065,0.7365759205751478
2,17-18,15,90,6,9,9,9,True,10.006209609769247,15,15,True,14.371672757250872,5009958.736464835,3998286.255555554,0.9848567908379152,8.67964661551355,4.579652591632909,3.6238342851344334,2.829065933354334,2.606774794082831,2.2025989672820185,1.8663241913597985,1.2932195701214098,0.8674260238401813
2,18-19,15,90,6,9,9,9,True,9.711009528067542,15,15,True,14.540188175332718,10466470.743937701,8276822.222293886,0.9292921128743779,8.781420034858765,4.568543770824202,3.3655026219689255,2.900075317818158,2.631719855342802,2.2090127477854833,1.8623176672775772,1.089219321376781,0.9042746801429858
