model,horizon,season_count,observation_count,blocks_per_season,weather_predictor_count,loso_rmse,loso_mae,loso_r_squared,selected_alpha_min,selected_alpha_median,selected_alpha_max,mean_weather_effective_degrees_of_freedom,maximum_alpha_boundary_fraction
rainfall_month_level_ridge,1,16,192,12,9,5994144.876129825,4128369.5768872243,0.9206915069263184,1.7782794100389228,100000000.0,100000000.0,0.30336186238455687,0.75
rainfall_month_level_ridge,2,16,96,6,9,9794436.1909981,6746305.360031913,0.941142859328764,1.7782794100389228,100000000.0,100000000.0,0.3033618623845569,0.75
rainfall_month_level_ridge,3,16,64,4,9,14570677.8072751,10023791.151745602,0.9363917121315004,1.7782794100389228,100000000.0,100000000.0,0.303361862384557,0.75
rainfall_month_level_ridge,4,16,48,3,9,16520156.467552714,12122147.080537587,0.9518406473208181,1.7782794100389228,100000000.0,100000000.0,0.3033618623845569,0.75
rainfall_month_level_ridge,5,16,32,2,9,20485990.25730666,15667641.10382801,0.8854216680666822,1.0,100000000.0,100000000.0,0.3559488106826314,0.75
