model,horizon,held_out_season,selected_alpha,term,term_type,coefficient_standardized,coefficient_raw
temperature_month_level_ridge,1,15-16,100000000.0,block_fe_5,block_fixed_effect,26769628.733333323,26769628.733333323
temperature_month_level_ridge,1,15-16,100000000.0,block_fe_6,block_fixed_effect,19739674.466666687,19739674.466666687
temperature_month_level_ridge,1,15-16,100000000.0,block_fe_7,block_fixed_effect,11065531.333333338,11065531.333333338
temperature_month_level_ridge,1,15-16,100000000.0,block_fe_8,block_fixed_effect,-2299349.6000000117,-2299349.6000000117
temperature_month_level_ridge,1,15-16,100000000.0,block_fe_9,block_fixed_effect,-19238044.400000013,-19238044.400000013
temperature_month_level_ridge,1,15-16,100000000.0,block_fe_10,block_fixed_effect,-25237097.46666667,-25237097.46666667
temperature_month_level_ridge,1,15-16,100000000.0,block_fe_11,block_fixed_effect,-25391772.33333332,-25391772.33333332
temperature_month_level_ridge,1,15-16,100000000.0,block_fe_12,block_fixed_effect,-22601643.199999984,-22601643.199999984
temperature_month_level_ridge,1,15-16,100000000.0,temperature_sep,weather,-0.0064477992094681465,-0.003898772570591173
temperature_month_level_ridge,1,15-16,100000000.0,temperature_oct,weather,0.004479566688578588,0.003185644260174097
temperature_month_level_ridge,1,15-16,100000000.0,temperature_nov,weather,0.0005409879002914687,0.0005336816330572813
temperature_month_level_ridge,1,15-16,100000000.0,temperature_dec,weather,-0.0008434104607234656,-0.0008883609863101424
temperature_month_level_ridge,1,15-16,100000000.0,temperature_jan,weather,-0.004014491017253566,-0.0036272783649980273
temperature_month_level_ridge,1,15-16,100000000.0,temperature_feb,weather,-0.0018409391271535774,-0.0018862151063215732
temperature_month_level_ridge,1,15-16,100000000.0,temperature_mar,weather,-0.0018785919199652648,-0.0016399389650501724
temperature_month_level_ridge,1,15-16,100000000.0,temperature_apr,weather,-0.004177817051352725,-0.0038900215438138347
temperature_month_level_ridge,1,15-16,100000000.0,growing_season_total_rainfall,weather,0.006281825705411898,3.067840063424593e-05
temperature_month_level_ridge,1,16-17,100000000.0,intercept,intercept,24078540.666666653,24078540.939947877
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_2,block_fixed_effect,23920549.600000016,23920549.600000016
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_3,block_fixed_effect,24814228.533333328,24814228.533333328
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_4,block_fixed_effect,30123864.933333345,30123864.933333345
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_5,block_fixed_effect,28606699.200000018,28606699.200000018
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_6,block_fixed_effect,20623432.866666682,20623432.866666682
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_7,block_fixed_effect,12934041.06666668,12934041.06666668
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_8,block_fixed_effect,-853295.0666666739,-853295.0666666739
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_9,block_fixed_effect,-16953420.4,-16953420.4
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_10,block_fixed_effect,-23620900.53333333,-23620900.53333333
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_11,block_fixed_effect,-23861029.266666643,-23861029.266666643
temperature_month_level_ridge,1,16-17,100000000.0,block_fe_12,block_fixed_effect,-20813615.866666645,-20813615.866666645
temperature_month_level_ridge,1,16-17,100000000.0,temperature_sep,weather,-0.006304551618959086,-0.0038076625410143083
temperature_month_level_ridge,1,16-17,100000000.0,temperature_oct,weather,0.004158397836173645,0.003015281565578249
temperature_month_level_ridge,1,16-17,100000000.0,temperature_nov,weather,9.728753557305608e-05,9.591373063983043e-05
temperature_month_level_ridge,1,16-17,100000000.0,temperature_dec,weather,-0.0009753845941126684,-0.0010255619228927667
temperature_month_level_ridge,1,16-17,100000000.0,temperature_jan,weather,-0.001643984628202782,-0.001457627645326315
temperature_month_level_ridge,1,16-17,100000000.0,temperature_feb,weather,-0.002536986260123311,-0.0025725095824535183
temperature_month_level_ridge,1,16-17,100000000.0,temperature_mar,weather,-0.0024994551635903334,-0.0021341527714790623
temperature_month_level_ridge,1,16-17,100000000.0,temperature_apr,weather,-0.004962575036872395,-0.004656541969741717
temperature_month_level_ridge,1,16-17,100000000.0,growing_season_total_rainfall,weather,0.004433916163543569,2.3886074033724638e-05
temperature_month_level_ridge,1,17-18,100000000.0,intercept,intercept,25302075.066666666,25302075.28618299
temperature_month_level_ridge,1,17-18,100000000.0,block_fe_2,block_fixed_effect,22800964.400000002,22800964.400000002
