model,horizon,held_out_season,term,term_type,coefficient
block_only_ols,4,20-21,intercept,intercept,174419989.33333334
block_only_ols,4,20-21,block_fe_2,block_fixed_effect,-16223260.533333322
block_only_ols,4,20-21,block_fe_3,block_fixed_effect,-162541522.80000004
block_only_ols,4,21-22,intercept,intercept,175838730.53333336
block_only_ols,4,21-22,block_fe_2,block_fixed_effect,-15343682.133333344
block_only_ols,4,21-22,block_fe_3,block_fixed_effect,-163822710.73333338
block_only_ols,4,22-23,intercept,intercept,176796348.93333334
block_only_ols,4,22-23,block_fe_2,block_fixed_effect,-17968899.93333333
block_only_ols,4,22-23,block_fe_3,block_fixed_effect,-165125038.73333335
block_only_ols,4,23-24,intercept,intercept,175602042.06666666
block_only_ols,4,23-24,block_fe_2,block_fixed_effect,-19332205.333333332
block_only_ols,4,23-24,block_fe_3,block_fixed_effect,-165051740.06666666
block_only_ols,4,24-25,intercept,intercept,174516844.79999998
block_only_ols,4,24-25,block_fe_2,block_fixed_effect,-16152054.533333309
block_only_ols,4,24-25,block_fe_3,block_fixed_effect,-162966090.4
block_only_ols,4,25-26,intercept,intercept,176117515.0
block_only_ols,4,25-26,block_fe_2,block_fixed_effect,-18456909.00000001
block_only_ols,4,25-26,block_fe_3,block_fixed_effect,-164628821.33333334
block_only_ols,5,10-11,intercept,intercept,227418894.2
block_only_ols,5,10-11,block_fe_2,block_fixed_effect,-114177065.39999999
block_only_ols,5,11-12,intercept,intercept,229445440.7333333
block_only_ols,5,11-12,block_fe_2,block_fixed_effect,-114807670.99999997
block_only_ols,5,12-13,intercept,intercept,231380654.06666666
block_only_ols,5,12-13,block_fe_2,block_fixed_effect,-120416341.93333332
block_only_ols,5,13-14,intercept,intercept,228799553.53333333
block_only_ols,5,13-14,block_fe_2,block_fixed_effect,-117679825.39999999
block_only_ols,5,14-15,intercept,intercept,228465679.9333333
block_only_ols,5,14-15,block_fe_2,block_fixed_effect,-114970524.46666662
block_only_ols,5,15-16,intercept,intercept,229137967.59999996
block_only_ols,5,15-16,block_fe_2,block_fixed_effect,-117584221.93333331
block_only_ols,5,16-17,intercept,intercept,227858045.6
block_only_ols,5,16-17,block_fe_2,block_fixed_effect,-115335484.33333331
block_only_ols,5,17-18,intercept,intercept,228402331.86666664
block_only_ols,5,17-18,block_fe_2,block_fixed_effect,-115801615.26666665
block_only_ols,5,18-19,intercept,intercept,228028374.6
block_only_ols,5,18-19,block_fe_2,block_fixed_effect,-113703571.13333333
block_only_ols,5,19-20,intercept,intercept,228120524.5333333
block_only_ols,5,19-20,block_fe_2,block_fixed_effect,-114504791.66666664
block_only_ols,5,20-21,intercept,intercept,226955863.8
block_only_ols,5,20-21,block_fe_2,block_fixed_effect,-113251019.86666666
block_only_ols,5,21-22,intercept,intercept,228456354.99999997
block_only_ols,5,21-22,block_fe_2,block_fixed_effect,-112505834.66666663
block_only_ols,5,22-23,intercept,intercept,229637541.2
block_only_ols,5,22-23,block_fe_2,block_fixed_effect,-115767126.79999998
block_only_ols,5,23-24,intercept,intercept,227914503.06666666
block_only_ols,5,23-24,block_fe_2,block_fixed_effect,-117065228.73333333
block_only_ols,5,24-25,intercept,intercept,227216858.2
block_only_ols,5,24-25,block_fe_2,block_fixed_effect,-113755919.0
block_only_ols,5,25-26,intercept,intercept,228400326.06666666
block_only_ols,5,25-26,block_fe_2,block_fixed_effect,-115228905.4
